id,band,name,domain,website,linkedin,founded,revenue,revenue_num,growth_12m,growth_24m,phone,public,exchange,naics,sic
"54a122ad69702d9a8b3d6003","1001-50000","Amgen","amgen.com","http://www.amgen.com","http://www.linkedin.com/company/amgen",1980,"36.7B",36741000000.0,0.07756660168940871,0.1703422724064926,"+1 805-447-1000","AMGN","nasdaq","32541","2834"
"5f4671a076f4b70001946b37","1001-50000","BAT","bat.com","http://www.bat.com","http://www.linkedin.com/company/british-american-tobacco",1902,"34.9B",34889392000.0,0.005782233620890651,0.05050652639781804,"+44 20 7845 1000","BTI","nyse","3122","2100"
"55923de0736964186f02ef00","1001-50000","PayPal","paypal.com","http://www.paypal.com","http://www.linkedin.com/company/paypal",1998,"33.2B",33172000000.0,0.04175975253479979,0.06753544069736726,"+1 408-967-1000","PYPL","nasdaq","52232","7375"
"59bba885a6da985afbe18052","1001-50000","Mastercard","mastercard.com","http://www.mastercard.com","http://www.linkedin.com/company/mastercard",1966,"32.8B",32791000000.0,0.1088901841121816,0.2279043280182232,"+1 914-249-2000","MA","nyse","52232","7375"
"59bb994ea6da983a420bd468","1001-50000","adidas","adidas.com","http://www.adidas.com","http://www.linkedin.com/company/adidas",1949,"29.1B",29086172000.0,0.03246753246753246,0.07381337391800628,"+49 91 32840","ADS.F","fsx","33992","5099"
"54a1290c69702dab37c78001","1001-50000","Emirates NBD","emiratesnbd.com","http://www.emiratesnbd.com","http://www.linkedin.com/company/emirates-nbd",1963,"27.7B",27732607000.0,0.03805441911812455,0.1397504456327986,"+971 800 272728","EMIRATESNBD.AE","dfm","52211","6021"
"5c9c5bdc770e42091efa85db","1001-50000","AIG","aig.com","http://www.aig.com","http://www.linkedin.com/company/aig",1919,"26.8B",26774000000.0,0.01147000659195781,-0.0182353317550707,"+1 212-770-7000","AIG","nasdaq","52413","6331"
"54a13a3969702dac845aab00","1001-50000","Richemont","richemont.com","http://www.richemont.com","http://www.linkedin.com/company/richemont",1988,"23.2B",23168055000.0,0.05284719377304384,0.08990670059372349,"+41 22 721 35 07","CFR","six","","3100"
"5f472b8d465466000112c5ca","1001-50000","TikTok","tiktok.com","http://www.tiktok.com","http://www.linkedin.com/company/tiktok",2016,"23B",23000000000.0,0.00881679712888914,0.06793705875314109,,,,"519","7375"
"54a11f6f69702da10f7bf501","1001-50000","Henkel","henkel.com","http://www.henkel.com","http://www.linkedin.com/company/henkel",2016,"22.5B",22483339000.0,0.0345392130974386,0.0809513298752897,"+49 211 7970",,,"32599","2899"
"5da37ab88be63400016f0d86","1001-50000","Halliburton","halliburton.com","http://www.halliburton.com","http://www.linkedin.com/company/halliburton",1919,"22.2B",22184000000.0,0.007601479754725586,0.03622055451323744,"+1 281-871-2699","HAL","nasdaq","21311","1381"
"6258526b442862008dbc9bc8","1001-50000","L3Harris Technologies","l3harris.com","http://www.l3harris.com","http://www.linkedin.com/company/l3harris-technologies",2019,"21.9B",21865000000.0,0.04601353119276343,0.03537072665384046,"+1 321-727-9100","LHX","nasdaq","33641","3761"
"5ed2e698985b9500011eb122","1001-50000","Hapag-Lloyd AG","hapag-lloyd.com","http://www.hapag-lloyd.com","http://www.linkedin.com/company/hapag-lloyd-ag",1847,"21.8B",21835228000.0,0.05126760563380282,0.0989399293286219,"+49 40 30010","HLAGF","otc","48311","4412"
"5fc93b4ab19c4200a4e44e40","1001-50000","Spotify","spotify.com","http://www.spotify.com","http://www.linkedin.com/company/spotify",2006,"20.5B",20467150000.0,0.02470238095238095,0.04270139309509388,"+46 722 24 00 01","SPOT","nasdaq","519","3571"
"54a1268669702d8eeb171300","1001-50000","Diageo","diageo.com","http://www.diageo.com","http://www.linkedin.com/company/diageo",1997,"20.2B",20245000000.0,0.01535959522949042,0.05451815707985361,"+44 845 751 5101","DEO","nyse","31214","2082"
"5c89aecc7e9d3709186d5446","1001-50000","Reckitt","reckitt.com","http://www.reckitt.com","http://www.linkedin.com/company/reckitt",1823,"19.1B",19088898000.0,0.005970149253731343,-0.01914828431372549,,"3RB.DE","etra","33911","3632"
"5f3edb94c95261000187449b","1001-50000","Hermès","hermes.com","http://www.hermes.com","http://www.linkedin.com/company/hermes-group",1837,"18.8B",18759297000.0,0.07991014120667522,0.197935208259167,"+33 1 49 92 38 92","RMS.VI","vie","33991","3911"
"54a22f3974686930c21a2014","1001-50000","CHANEL","chanel.com","http://www.chanel.com","http://www.linkedin.com/company/chanel",1883,"18.7B",18700000000.0,0.01534815483579731,0.04288860554074417,"+1 800-550-0005",,,"33991","3911"
"54a138cd69702d267a1b0a00","1001-50000","Saipem","saipem.com","http://www.saipem.com","http://www.linkedin.com/company/saipem",1957,"18.2B",18167281000.0,0.0314051638530288,0.1184547045362768,"+39 02 44231","SPM.MI","mil","21311","1731"
"5fca408962ba9b00f6d3c961","1001-50000","LinkedIn","linkedin.com","http://www.linkedin.com","http://www.linkedin.com/company/linkedin",2002,"17.8B",17812000000.0,0.02764828805658254,0.09207379569525111,"+1 650-687-3600","LNKD","nyse","519","7375"
"54a128fb69702dc128862901","1001-50000","SEPHORA","sephora.com","http://www.sephora.com","http://www.linkedin.com/company/sephora",1969,"17.3B",17308000000.0,0.0115482373742955,0.04875114573785518,"+1 877-737-4672",,,"","5999"
"5d0a39a4f651255df36302f6","1001-50000","Kering","kering.com","http://www.kering.com","http://www.linkedin.com/company/kering",1962,"17.2B",17203643000.0,0.04520654715510522,0.08407437348423606,"+33 1 45 64 61 00","KER.PA","par","33991","3951"
"5f4a1bdda378860001cdfe12","1001-50000","Binance","binance.com","http://www.binance.com","http://www.linkedin.com/company/binance",2017,"16.8B",16800000000.0,0.001807228915662651,0.03035935563816605,,,,"5231","6211"
"5fca22e4178e5500be0e3cd3","1001-50000","Ecolab","ecolab.com","http://www.ecolab.com","http://www.linkedin.com/company/ecolab",1923,"16.1B",16081200000.0,0.02569084628670121,0.08793221891458668,"+1 800-352-5326","ECL","nasdaq","33911","3631"
"6256e1d6c5d4aa008d394938","1001-50000","PPG","ppg.com","http://www.ppg.com","http://www.linkedin.com/company/ppg",1883,"15.9B",15875000000.0,0.0009938837920489296,-0.03664189537193731,"+1 412-434-3131","PPG","nasdaq","32551","2891"
"5f0c8136c6d77a008c79ba62","1001-50000","S&P Global","spglobal.com","http://www.spglobal.com","http://www.linkedin.com/company/spglobal",1860,"15.3B",15336000000.0,0.05222719624091184,0.1701030927835052,"+1 212-438-1000","SPGI","nasdaq","54161","7375"
"54a1a2177468695475205f03","1001-50000","Stanley Black & Decker, Inc.","stanleyblackanddecker.com","http://www.stanleyblackanddecker.com","http://www.linkedin.com/company/stanley-black-decker-inc",1843,"15.1B",15130400000.0,0.005901639344262295,-0.004865390853065196,"+1 860-225-5111","SWK","nyse","33231","3546"
"5f4850aa625fa5000145d7be","1001-50000","ADNOC Group","adnoc.ae","http://www.adnoc.ae","http://www.linkedin.com/company/adnocgroup",1971,"14.9B",14900000000.0,0.01545903356106318,0.07883443708609271,"+971 2 707 0000","ADNOCDRILL","other","21112","1311"
"61826e01cd892b00a4f420cc","1001-50000","Arla Foods","arla.com","http://www.arla.com","http://www.linkedin.com/company/arla-foods",1881,"14.4B",14377000000.0,0.009779951100244499,0.05089058524173028,"+45 89 38 10 00",,,"3115","2030"
"5e58ce77a7e97a0001f5d8a8","1001-50000","Viatris","viatris.com","http://www.viatris.com","http://www.linkedin.com/company/viatris",2020,"14.3B",14299900000.0,0.01063296218276658,0.04059078702747367,"+1 724-514-1800","VTRS","nasdaq","32541","2834"
"5fdc79e6aa9ca1008ce7aaaf","51-200","Emaar","emaar.com","http://www.emaar.com","http://www.linkedin.com/company/emaar-properties",1997,"13.8B",13842914000.0,-0.0003131850923896023,0.03401360544217687,"+971 4 366 1688","EMAAR.AE","dfm","53112","6512"
"5fcb120742e9e60001561802","1001-50000","DoorDash","doordash.com","http://www.doordash.com","http://www.linkedin.com/company/doordash",2013,"13.7B",13717000000.0,0.04120019601191149,0.07662924851886499,"+1 855-973-1040","DASH","nasdaq","49211","7375"
"54a1216169702d7fe6dfca02","1001-50000","Boston Consulting Group (BCG)","bcg.com","http://www.bcg.com","http://www.linkedin.com/company/boston-consulting-group",1963,"13.5B",13500000000.0,0.08083017183664361,0.1595479793143076,"+1 617-973-1200",,,"54161","8742"
"54a1342f69702d333ddb2700","1001-50000","Tetra Pak","tetrapak.com","http://www.tetrapak.com","http://www.linkedin.com/company/tetra-pak",1951,"13.3B",13336000000.0,0.01413427561837456,0.05811584360143592,"+41 21 729 21 11",,,"33392","2030"
"54a120a669702da753055502","1001-50000","Pernod Ricard","pernod-ricard.com","http://www.pernod-ricard.com","http://www.linkedin.com/company/pernod-ricard",1975,"12.9B",12853699000.0,-0.02249022164276402,0.005363727790814616,"+33 1 70 93 16 00","RI.SW","six","31214","2082"
"5c911d1e78be370913875d79","1001-50000","Alshaya Group","alshaya.com","http://www.alshaya.com","http://www.linkedin.com/company/alshayagroup",1890,"12.7B",12700000000.0,-0.01583525388446956,-0.08190581871142243,"+965 2224 2000",,,"53112","6799"
"6181b6e836fcd600dad0d5ef","1001-50000","Electrolux Group","electroluxgroup.com","http://www.electroluxgroup.com","http://www.linkedin.com/company/electroluxgroup",1919,"12.4B",12392000000.0,0.02712087087087087,0.06822174507124731,,,,"33324","3631"
"5e57b9571e1aa10001c23089","1001-50000","Airbnb","airbnb.com","http://www.airbnb.com","http://www.linkedin.com/company/airbnb",2007,"12.2B",12241000000.0,0.03487103174603175,0.1199205539749852,"+1 415-800-5959","ABNB","nasdaq","53111","7021"
"5d11228e990c4e0b13dc26de","51-200","Marmon Technologies India Pvt Ltd","marmon.com","http://www.marmon.com","http://www.linkedin.com/company/marmonindia",2005,"12.2B",12200000000.0,0.1920529801324503,0.8,"+1 312-372-9500",,,"33612","3531"
"5f4016d8e57089000153ff81","1001-50000","Jacobs","jacobs.com","http://www.jacobs.com","http://www.linkedin.com/company/jacobs",1947,"12B",12029783000.0,0.02545953053744789,0.00046402445681843,"+1 214-638-0145","J","nasdaq","","6500;6500"
"54a13a5b69702dac84e3c400","1001-50000","Cartier","cartier.com","http://www.cartier.com","http://www.linkedin.com/company/cartier",1847,"12B",12018000000.0,0.06013109147905386,0.1262488646684832,"+41 44 580 90 90",,,"","5094;5000"
"55922fb1736964192c0cb900","1001-50000","Motorola Solutions","motorolasolutions.com","http://www.motorolasolutions.com","http://www.linkedin.com/company/motorolasolutions",1928,"11.7B",11682000000.0,0.03530152191326238,0.1038921425085408,"+1 847-576-5000","MSI","nyse","","3669"
"5f4502f86d705f00019add26","1001-50000","Beiersdorf","beiersdorf.com","http://www.beiersdorf.com","http://www.linkedin.com/company/beiersdorf",1882,"11.5B",11549593000.0,0.03341607790719878,0.1291466722303359,"+49 40 49090","BEI.SW","six","3391","2841"
"5d0973ae80f93ec9c3db2f3c","1001-50000","阿克苏诺贝尔","akzonobel.com","http://www.akzonobel.com","http://www.linkedin.com/company/akzonobel",1792,"11.2B",11238894000.0,0.00222758492667533,0.02965576427958425,"+31 88 969 7809","AKZA","pa","32551","2899"
"62e012e41f71f500ca9587f2","1001-50000","FIS","fisglobal.com","http://www.fisglobal.com","http://www.linkedin.com/company/fis",1968,"10.7B",10677000000.0,0.001842443191334934,0.01152794610896587,"+1 407-551-8315","FIS","nasdaq","52232","7375"
"646fb3142b44af00a4002938","1001-50000","dsm-firmenich","dsm-firmenich.com","http://www.dsm-firmenich.com","http://www.linkedin.com/company/dsm-firmenich",1902,"10.6B",10590644000.0,0.05575694804073882,0.2395622213214431,"+31 45 578 2864","DSFIR.AS","ams","32541","2834"
"618236a81ffe0c00daeca23d","1001-50000","the LEGO Group","lego.com","http://www.lego.com","http://www.linkedin.com/company/lego-group",1932,"10.4B",10379000000.0,0.06476683937823834,0.1726105563480742,"+45 79 50 60 70",,,"33993","3949"
"5d0a8412a3ae6112d69d45a8","1001-50000","Vertiv","vertiv.com","http://www.vertiv.com","http://www.linkedin.com/company/vertiv",2016,"10.2B",10229900000.0,0.09264078276256896,0.2371243370654096,"+1 614-841-6882","VRT","nasdaq","33451","3621"
"5d66ceccd4189b009962bff6","1001-50000","TechnipFMC","technipfmc.com","http://www.technipfmc.com","http://www.linkedin.com/company/technipfmc",2017,"9.9B",9932600000.0,0.02225672877846791,0.08661479210877937,"+44 191 295 0303","FTI","nasdaq","21311","1381"
"5ed1e718156bb30001dbfc54","1001-50000","Biogen","biogen.com","http://www.biogen.com","http://www.linkedin.com/company/biogen-",1978,"9.8B",9810600000.0,0.03405328708812864,0.05585962652929814,"+1 781-464-2000","BIIB","nasdaq","54171","2834"
"556d4ae1736964122f19d700","1001-50000","ADNOC Distribution","adnocdistribution.ae","http://www.adnocdistribution.ae","http://www.linkedin.com/company/adnoc-distribution",1973,"9.7B",9653000000.0,-0.008747266479225243,0.02885862516212711,"+971 2 677 1300",,"other","32411","5541"
"54a13be869702d2bfd1dab01","1001-50000","Bombardier","bombardier.com","http://www.bombardier.com","http://www.linkedin.com/company/bombardier",1967,"9.6B",9551000000.0,0.03135219678657757,0.06637753601881799,"+1 514-861-9481","BBD-PC.TO","tsx","33641","3731"
"54a1367c69702d407f241c01","1001-50000","Givaudan","givaudan.com","http://www.givaudan.com","http://www.linkedin.com/company/givaudan",1895,"9.4B",9410603000.0,0.0208364789370376,0.09383594887558648,"+41 22 780 91 11","GIVN.SW","six","32562","2899"
"54a2448d7468693fdaea6f1b","1001-50000","Majid Al Futtaim","majidalfuttaim.com","http://www.majidalfuttaim.com","http://www.linkedin.com/company/majid-al-futtaim",1992,"9.2B",9230000000.0,0.00359608745684695,0.004318410824816468,"+971 4 294 9999",,,"","6500"
"62f6b67ee9323300a3df8b79","1001-50000","PUMA Group","puma.com","http://www.puma.com","http://www.linkedin.com/company/puma",1948,"8.9B",8886345000.0,-0.02599477200116178,0.007813673929376409,"+49 9132 810","PUM","other","31621","3599"
"6166a132390f2e00a4d157c7","1001-50000","Al-Futtaim","alfuttaim.com","http://www.alfuttaim.com","http://www.linkedin.com/company/alfuttaim",1932,"8.9B",8874372000.0,0.0154343144292893,0.05572832441846001,,,,"53112","6799"
"556dc36873696412588a8301","1001-50000","Avery Dennison","averydennison.com","http://www.averydennison.com","http://www.linkedin.com/company/avery-dennison",1935,"8.9B",8855500000.0,0.02858974358974359,0.0700186716457722,"+1 440-534-6000","AVY","nasdaq","32222","2672"
"54a1282569702d979c05e700","1001-50000","NOV","nov.com","http://www.nov.com","http://www.linkedin.com/company/novglobal",1841,"8.7B",8744000000.0,0.004573804573804574,0.04445565242452626,"+1 713-375-3700","NOV","nyse","33313","3531"
"5f44d72d6785ee00010cd64c","1001-50000","e& UAE","etisalat.ae","http://www.etisalat.ae","http://www.linkedin.com/company/eanduae",,"8.7B",8709000000.0,0.00896566805160726,0.01959340011785504,,,,"51711","3661"
"61c4eada1700740130872c08","1001-50000","Kerry","kerry.com","http://www.kerry.com","http://www.linkedin.com/company/kerry",1972,"8.3B",8335000000.0,0.01935139463499266,0.07653276955602537,"+353 66 718 2000",,,"31191","2099"
"5f44f224a54cd20001ef84cd","1001-50000","UltraTech Cement","ultratechcement.com","http://www.ultratechcement.com","http://www.linkedin.com/company/ultratechcement",1983,"8.3B",8328252000.0,0.04500463965357254,0.1304056879966541,"+91 22669 17800","ULTRACEMCO.BO","bse","","6500"
"57c4ba2da6da9836d27de0d4","1001-50000","SUEZ","suez.com","http://www.suez.com","http://www.linkedin.com/company/suez",2017,"8B",8006175000.0,-0.004227336777829967,-0.01851851851851852,"+33 1 58 81 20 00",,,"22131","3631"
"54a12b3a69702d9548837202","1001-50000","Pirelli","pirelli.com","http://www.pirelli.com","http://www.linkedin.com/company/pirelli",1872,"7.9B",7943804000.0,-0.002908514013749339,-0.007892659826361484,"+39 02 64421","PIRC.MI","mil","32621","3531"
"54a12b1069702db648d25702","1001-50000","KBR, Inc.","kbr.com","http://www.kbr.com","http://www.linkedin.com/company/kbr-inc",1919,"7.8B",7786000000.0,0.02746384025297183,0.131051376265068,"+1 713-753-2000","KBR","nasdaq","54133","8711"
"5fcab476d8b83800bea8e9c5","1001-50000","Thomson Reuters","thomsonreuters.com","http://www.thomsonreuters.com","http://www.linkedin.com/company/thomson-reuters",2001,"7.5B",7506880000.0,0.02494526398908869,0.06979357884089461,"+1 647-480-7000","TRI","nasdaq","54111","7375"
"5d1bc7b626d612095e04fcc2","1001-50000","Worley","worley.com","http://www.worley.com","http://www.linkedin.com/company/worley",1971,"7.3B",7336510000.0,-0.02125738364874525,-0.01867290354219322,"+61 2 8923 6866","WOR.AX","asx","54133","8711"
"62b0a223c6e72300ca47b474","1001-50000","Autodesk","autodesk.com","http://www.autodesk.com","http://www.linkedin.com/company/autodesk",1982,"7.2B",7206000000.0,0.07186678352322524,0.173302268210786,"+1 415-507-5000","ADSK","nasdaq","","7373;7371"
"6258437809bcbc00c04a37a5","1001-50000","Coinbase","coinbase.com","http://www.coinbase.com","http://www.linkedin.com/company/coinbase",2012,"7.2B",7181325000.0,0.1893819334389857,0.4227488151658768,"+1 302-777-0200","COIN","nasdaq","5231","6211"
"5e70988244f0bc011b0c2c53","1001-50000","Abu Dhabi Commercial Bank","adcb.com","http://www.adcb.com","http://www.linkedin.com/company/adcbofficial",1985,"7.2B",7166690000.0,0.01201923076923077,0.05943678849610545,"+971 2 696 2222","ADCB","other","52211","6021"
"5e662a76628f0600ebe6e60b","1001-50000","Subsea7","subsea7.com","http://www.subsea7.com","http://www.linkedin.com/company/subsea7",2002,"7.0B",6971000000.0,-0.008728179551122194,0.04154969118472768,"+44 20 8722 6025","SUBC","other","21311","1381"
"54a1346069702d352fd84a00","1001-50000","Iron Mountain","ironmountain.com","http://www.ironmountain.com","http://www.linkedin.com/company/iron-mountain",1951,"6.9B",6901737000.0,0.02524773804394657,0.1087503494548504,"+1 800-899-4766","IRM","nyse","54151","7389"
"54a127ca69702d8cfc8bf700","1001-50000","Etihad","etihad.com","http://www.etihad.com","http://www.linkedin.com/company/etihadairways",2003,"6.9B",6900000000.0,0.0474827768945416,0.1249857712009106,"+971 2 511 0000",,"other","48111","4512"
"5f49952ce0636f0001a296f0","1001-50000","Fortinet","fortinet.com","http://www.fortinet.com","http://www.linkedin.com/company/fortinet",2000,"6.8B",6799600000.0,0.04528158295281583,0.1370033112582781,"+1 408-235-7700","FTNT","nasdaq","54151","3669"
"5d09e94ba3ae61314a7b4a96","1001-50000","Accor","accor.com","http://www.accor.com","http://www.linkedin.com/company/accor",1967,"6.6B",6608177000.0,0.02344563133388113,0.1138734871519704,"+33 1 61 61 80 80","ACRFF","otc","72111","7011"
"5fca22ab62ba9b00dad3db3a","1001-50000","Gartner","gartner.com","http://www.gartner.com","http://www.linkedin.com/company/gartner",1979,"6.5B",6497256000.0,-0.01680582316420467,0.04761904761904762,"+1 203-964-0096","IT","nasdaq","","7380;8742"
"54a134df69702d3170209c00","1001-50000","Parsons Corporation","parsons.com","http://www.parsons.com","http://www.linkedin.com/company/parsons",1944,"6.4B",6364245000.0,0.06416946204497453,0.1553142702994335,"+1 703-988-8500","PSN","nasdaq","54133","8711"
"54a12a8a69702d90a2cc4902","1001-50000","DIB","dib.ae","http://www.dib.ae","http://www.linkedin.com/company/dib-uae",1975,"6.3B",6327888000.0,0.02102973168963017,0.1093165255071893,"+971 4 207 5314","DIB","other","52211","6061"
"54a12a6d69702da2201c1002","1001-50000","Shiseido","shiseido.com","http://www.shiseido.com","http://www.linkedin.com/company/shiseido",1872,"6.2B",6194167000.0,0.01182823347904346,0.02902719665271966,"+81 335-72-5111","4911.T","jpx","3391","2841"
"559239a173696424de6ca700","1001-50000","Stantec","stantec.com","http://www.stantec.com","http://www.linkedin.com/company/stantec",1954,"5.9B",5943675000.0,0.04792277193587312,0.1374842120035552,"+1 780-917-7000","STN","nasdaq","54133","8711"
"5da2f9f3f978a800014a9942","1001-50000","Coty","coty.com","http://www.coty.com","http://www.linkedin.com/company/coty",1904,"5.9B",5892900000.0,-0.005346493933785729,0.0,"+1 212-389-7300","COTY","nasdaq","33992","2844"
"54a11c7469702da753e0be00","1001-50000","Almarai - المراعي","almarai.com","http://www.almarai.com","http://www.linkedin.com/company/almarai",1977,"5.9B",5883381000.0,0.03358742258218199,0.1162850527399022,"966-470-0005","2280.SR","sau","31121","2099"
"56d3953df3e5bb724b000046","1001-50000","Fairmont Hotels & Resorts","fairmont.com","http://www.fairmont.com","http://www.linkedin.com/company/fairmont-hotels-and-resorts",1907,"5.8B",5841000000.0,0.02742138364779874,0.10917979359044,"+1 800-257-7544",,,"72111","7011"
"624ef31e658d0300a6cc28d2","1001-50000","Wood","woodgroup.com","http://www.woodgroup.com","http://www.linkedin.com/company/woodplc",1912,"5.4B",5393384000.0,-0.04369834710743802,-0.03562871132409626,"+44 1224 851000","WG.L","lse","","3532"
"60f2e71ea153180001959ca8","1001-50000","IHG Hotels & Resorts","ihg.com","http://www.ihg.com","http://www.linkedin.com/company/ihghotels&resorts",2003,"5.2B",5189000000.0,0.03011428261929264,0.06668536174985978,"+44 175 397 2000","IHG","nasdaq","72111","7011"
"5a9e2196a6da98d99779fc83","1001-50000","noon","noon.com","http://www.noon.com","http://www.linkedin.com/company/nooncom",2016,"5B",5000000000.0,0.05520808275198461,0.279235928842228,,,,"","5961"
"54a1216669702d918c4f9c02","1001-50000","Jumeirah","jumeirah.com","http://www.jumeirah.com","http://www.linkedin.com/company/jumeirah",1999,"5B",5000000000.0,0.02669902912621359,0.1696987338087615,"+971 4 366 5000",,,"72111","7011"
"6190f9f7990f30008c90a990","1001-50000","Weatherford","weatherford.com","http://www.weatherford.com","http://www.linkedin.com/company/weatherford",1987,"4.9B",4918000000.0,-0.01340645947592931,0.004280131505489734,"+1 713-836-4000","WFRD","nasdaq","21311","1381"
"5f3fa2129613860001d1729b","1001-50000","Zoom","zoom.com","http://www.zoom.com","http://www.linkedin.com/company/zoom",2013,"4.9B",4868769000.0,0.02431659249841068,0.01320547083791857,"+1 888-799-9666","ZM","nasdaq","51321","7375"
"54a1356269702d4494eb9100","1001-50000","CrowdStrike","crowdstrike.com","http://www.crowdstrike.com","http://www.linkedin.com/company/crowdstrike",2011,"4.8B",4812005000.0,0.07145383799080297,0.3456241670368725,"+1 888-512-8906","CRWD","nasdaq","54151","7375"
"5f487fe19aa6a20001fcc425","1001-50000","First Abu Dhabi Bank (FAB)","bankfab.com","http://www.bankfab.com","http://www.linkedin.com/company/first-abu-dhabi-bank",2017,"4.8B",4800301000.0,0.04259927797833935,0.09977151561309977,"+971 2 691 9800","FAB","other","52211","6021"
"5e9b5666dd44e100c210ef61","1001-50000","ELSEWEDY ELECTRIC","elsewedyelectric.com","http://www.elsewedyelectric.com","http://www.linkedin.com/company/elsewedyelectric",1938,"4.7B",4727087000.0,0.07136859781696053,0.1474820143884892,"+20 2 27599700","SWDY.CA","other","33531","3641"
"5fe377fc81692601126adf86","1001-50000","Snowflake","snowflake.com","http://www.snowflake.com","http://www.linkedin.com/company/snowflake-computing",2012,"4.7B",4683946000.0,0.156312625250501,0.3497076023391813,"+1 844-766-9355","SNOW","nasdaq","54151","7374"
"54a1204269702d9a8ba36502","1001-50000","Dubai Holding","dubaiholding.com","http://www.dubaiholding.com","http://www.linkedin.com/company/dubai-holding",2004,"4.6B",4573531000.0,0.08821138211382114,0.5896674584323041,"+971 4 362 2000",,,"53112","6799"
"54a11f2369702da10f9bd201","1001-50000","Palantir Technologies","palantir.com","http://www.palantir.com","http://www.linkedin.com/company/palantir-technologies",2003,"4.5B",4475446000.0,0.1531428571428571,0.2869897959183674,"+1 720-358-3679","PLTR","nasdaq","54151","7374"
"601eeeb4b1ca5e00e6a30470","1001-50000","Tiffany & Co.","tiffany.com","http://www.tiffany.com","http://www.linkedin.com/company/tiffany-and-co",1837,"4.4B",4400000000.0,0.04257964257964258,0.07121187929107456,"+1 800-843-3269","TIF","nyse","33991","3911"
"55f17f72f3e5bb53990027f9","1001-50000","Azizi Developments","azizidevelopments.com","http://www.azizidevelopments.com","http://www.linkedin.com/company/azizi-developments",2007,"4.4B",4357000000.0,0.123048668503214,0.5639386189258312,"+971 4 359 6673",,,"53111","6531"
